靡ㄩ絏	そ嘿	るら	Μ絃基(じ)	Θユ秖()
2412 い地筿	20130516	64.9549	8349
0050 じ芖50	20130516	44.3503	32187
3045 芖	20130516	75.0138	8256
2412 い地筿	20130517	64.9549	6964
0050 じ芖50	20130517	44.1237	8651
3045 芖	20130517	74.0521	3439
4904 环肚	20130517	48.155	3977
0050 じ芖50	20130520	44.0481	7993
4904 环肚	20130520	47.7713	2730
3045 芖	20130520	73.411	2198
2412 い地筿	20130520	64.9549	6328
2412 い地筿	20130521	65.3546	9419
3045 芖	20130521	73.0904	3373
0050 じ芖50	20130521	44.0481	6989
4904 环肚	20130521	47.6434	3923
3045 芖	20130522	72.7698	4469
2412 い地筿	20130522	65.4212	6855
0050 じ芖50	20130522	44.0103	7429
4904 环肚	20130522	47.5155	3740
4904 环肚	20130523	47.0039	5763
2412 い地筿	20130523	65.0215	10741
3045 芖	20130523	72.7698	6120
0050 じ芖50	20130523	43.0659	14865
0050 じ芖50	20130524	42.9526	6949
2412 い地筿	20130524	64.2887	10652
3045 芖	20130524	72.4493	5400
4904 环肚	20130524	46.876	3418
2412 い地筿	20130527	64.6218	4700
4904 环肚	20130527	46.7481	2491
0050 じ芖50	20130527	43.3303	3285
3045 芖	20130527	73.0904	2373
3045 芖	20130528	73.7316	4621
2412 い地筿	20130528	64.6218	5745
4904 环肚	20130528	47.3237	4914
0050 じ芖50	20130528	43.1792	2342
0050 じ芖50	20130529	43.557	7988
3045 芖	20130529	74.0521	3867
4904 环肚	20130529	47.1958	8002
2412 い地筿	20130529	64.6884	4736
4904 环肚	20130530	46.0446	8588
2412 い地筿	20130530	63.6891	15458
3045 芖	20130530	70.2053	13643
0050 じ芖50	20130530	43.0281	8823
0050 じ芖50	20130531	43.0281	9240
2412 い地筿	20130531	63.6225	10054
4904 环肚	20130531	45.7249	12512
3045 芖	20130531	70.2053	10797
2412 い地筿	20130603	63.2894	9660
3045 芖	20130603	70.2053	6746
4904 环肚	20130603	45.4051	8975
0050 じ芖50	20130603	42.8392	6538
2412 い地筿	20130604	63.2228	7103
3045 芖	20130604	68.923	7033
0050 じ芖50	20130604	42.7637	4243
4904 环肚	20130604	45.6609	7085
2412 い地筿	20130605	62.9563	7891
4904 环肚	20130605	45.6609	6794
3045 芖	20130605	69.2436	7741
0050 じ芖50	20130605	42.7637	3459
2412 い地筿	20130606	62.9563	7509
4904 环肚	20130606	45.7888	2362
0050 じ芖50	20130606	42.2348	15077
3045 芖	20130606	69.8847	4298
3045 芖	20130607	71.167	6733
4904 环肚	20130607	46.1086	2996
0050 じ芖50	20130607	42.3481	9058
2412 い地筿	20130607	63.2894	8417
2412 い地筿	20130610	63.4226	7261
0050 じ芖50	20130610	42.6881	3505
4904 环肚	20130610	46.5563	3290
3045 芖	20130610	71.167	5602
0050 じ芖50	20130611	42.5748	4689
2412 い地筿	20130611	63.4226	8457
3045 芖	20130611	70.8464	10838
4904 环肚	20130611	46.0446	3917
4904 环肚	20130613	45.7888	4820
3045 芖	20130613	66.9995	11807
2412 い地筿	20130613	62.9563	12075
0050 じ芖50	20130613	41.5548	33023
4904 环肚	20130614	46.3644	4151
3045 芖	20130614	70.5258	9338
2412 い地筿	20130614	63.0229	8799
0050 じ芖50	20130614	41.4037	18099
0050 じ芖50	20130617	41.6681	5347
2412 い地筿	20130617	63.4226	4682
3045 芖	20130617	71.167	4828
4904 环肚	20130617	46.6842	2708
3045 芖	20130618	71.8081	7100
4904 环肚	20130618	47.0039	4947
0050 じ芖50	20130618	41.857	8771
2412 い地筿	20130618	63.9556	5796
0050 じ芖50	20130619	41.7815	6076
2412 い地筿	20130619	63.7557	4732
3045 芖	20130619	71.8081	5041
4904 环肚	20130619	46.8121	4028
2412 い地筿	20130620	63.4892	6397
0050 じ芖50	20130620	40.9882	25487
3045 芖	20130620	72.1287	7184
4904 环肚	20130620	46.6842	3549
3045 芖	20130621	69.8847	7346
4904 环肚	20130621	47.3876	8558
0050 じ芖50	20130621	40.4971	34639
2412 い地筿	20130621	63.2894	12579
3045 芖	20130624	71.167	4723
4904 环肚	20130624	47.0039	6391
2412 い地筿	20130624	63.356	9178
0050 じ芖50	20130624	40.3459	21260
4904 环肚	20130625	48.0271	7273
3045 芖	20130625	71.4876	7810
0050 じ芖50	20130625	40.0437	19437
2412 い地筿	20130625	63.6225	8985
2412 い地筿	20130626	63.4892	13156
0050 じ芖50	20130626	40.5726	9915
3045 芖	20130626	71.167	7093
4904 环肚	20130626	48.7945	14494
0050 じ芖50	20130627	41.0637	22275
2412 い地筿	20130627	63.889	11832
3045 芖	20130627	71.167	7048
4904 环肚	20130627	48.9864	10718
3045 芖	20130628	75.9756	7537
0050 じ芖50	20130628	41.6304	13714
2412 い地筿	20130628	67.9528	21082
4904 环肚	20130628	51.4805	16259
2412 い地筿	20130701	65.288	15019
4904 环肚	20130701	50.2654	4726
0050 じ芖50	20130701	42.0081	13788
3045 芖	20130701	72.7698	4529
2412 い地筿	20130702	65.2214	7312
4904 环肚	20130702	50.2015	2133
0050 じ芖50	20130702	41.9326	4672
3045 芖	20130702	73.7316	4441
0050 じ芖50	20130703	41.4415	7004
2412 い地筿	20130703	65.1548	13973
3045 芖	20130703	73.411	8917
4904 环肚	20130703	50.5212	7563
3045 芖	20130704	73.411	11049
4904 环肚	20130704	50.5212	2173
0050 じ芖50	20130704	41.517	4877
2412 い地筿	20130704	65.3546	11441
0050 じ芖50	20130705	42.3481	17674
2412 い地筿	20130705	66.0874	15356
3045 芖	20130705	75.0138	11000
4904 环肚	20130705	50.841	6091
0050 じ芖50	20130708	41.5548	8666
2412 い地筿	20130708	65.7543	10676
3045 芖	20130708	74.6774	10169
4904 环肚	20130708	50.841	4574
4904 环肚	20130709	52.12	5430
0050 じ芖50	20130709	42.0459	4074
3045 芖	20130709	73.6682	3992
2412 い地筿	20130709	66.2207	13202
3045 芖	20130710	73.6682	2925
4904 环肚	20130710	51.1607	3855
0050 じ芖50	20130710	42.1592	9107
2412 い地筿	20130710	66.2207	12725
0050 じ芖50	20130711	43.217	30308
2412 い地筿	20130711	66.4872	18891
4904 环肚	20130711	50.0096	5682
3045 芖	20130711	74.6774	5694
4904 环肚	20130712	50.5852	7143
3045 芖	20130712	74.341	4007
0050 じ芖50	20130712	43.3303	12910
2412 い地筿	20130712	66.6204	14592
0050 じ芖50	20130715	43.4437	14187
2412 い地筿	20130715	66.5538	18943
3045 芖	20130715	74.6774	3720
4904 环肚	20130715	51.1607	4881
2412 い地筿	20130716	66.4872	23214
3045 芖	20130716	74.6774	3010
4904 环肚	20130716	50.777	3508
0050 じ芖50	20130716	43.4437	9554
3045 芖	20130717	74.341	3551
4904 环肚	20130717	51.7363	5158
0050 じ芖50	20130717	43.5192	12990
2412 い地筿	20130717	67.1559	24405
3045 芖	20130718	74.6774	3246
0050 じ芖50	20130718	43.217	12640
4904 环肚	20130718	52.3758	6173
2412 い地筿	20130718	67.3671	8399
4904 环肚	20130719	50.841	4150
3045 芖	20130719	74.341	4182
0050 じ芖50	20130719	42.2726	24692
2412 い地筿	20130719	67.2263	12480
0050 じ芖50	20130722	42.4237	5257
2412 い地筿	20130722	67.9302	13271
4904 环肚	20130722	51.4805	3527
3045 芖	20130722	75.3501	3810
3045 芖	20130723	78.0412	6763
0050 じ芖50	20130723	43.1037	8971
4904 环肚	20130723	53.0792	6717
2412 い地筿	20130723	68.071	11125
3045 芖	20130724	75.3501	5111
4904 环肚	20130724	51.3434	5691
0050 じ芖50	20130724	42.9903	4960
2412 い地筿	20130724	67.4375	7070
3045 芖	20130725	73.3318	4788
4904 环肚	20130725	50.7425	3578
0050 じ芖50	20130725	43.0659	4111
2412 い地筿	20130725	67.2967	4812
4904 环肚	20130726	51.3434	5401
2412 い地筿	20130726	67.2967	4362
3045 芖	20130726	74.0046	3597
0050 じ芖50	20130726	42.9903	4896
0050 じ芖50	20130729	42.6881	5925
4904 环肚	20130729	51.6772	2606
2412 い地筿	20130729	67.3671	4193
3045 芖	20130729	72.9954	2293
3045 芖	20130730	73.6682	2998
4904 环肚	20130730	51.6772	3477
0050 じ芖50	20130730	43.0281	10121
2412 い地筿	20130730	67.2263	4937
0050 じ芖50	20130731	42.7637	4383
2412 い地筿	20130731	67.5078	9996
3045 芖	20130731	73.3318	3708
4904 环肚	20130731	51.0095	3981
2412 い地筿	20130801	66.8039	5371
0050 じ芖50	20130801	42.4615	7468
3045 芖	20130801	74.0046	2750
4904 环肚	20130801	50.7425	3688
4904 环肚	20130802	50.5422	5557
2412 い地筿	20130802	66.8743	4918
3045 芖	20130802	74.0046	3057
0050 じ芖50	20130802	42.7259	6840
2412 い地筿	20130805	67.0151	4151
3045 芖	20130805	73.3318	2454
4904 环肚	20130805	50.6089	3528
0050 じ芖50	20130805	42.8392	2877
3045 芖	20130806	71.6499	3044
4904 环肚	20130806	49.8077	4993
2412 い地筿	20130806	66.4519	6824
0050 じ芖50	20130806	42.2348	20739
3045 芖	20130807	71.3135	2771
4904 环肚	20130807	48.8062	3308
2412 い地筿	20130807	66.0296	7705
0050 じ芖50	20130807	41.6304	21061
0050 じ芖50	20130808	41.4793	25089
2412 い地筿	20130808	65.8888	6733
4904 环肚	20130808	48.4056	4905
3045 芖	20130808	71.9863	1950
2412 い地筿	20130809	65.8184	6593
3045 芖	20130809	71.3135	2562
0050 じ芖50	20130809	41.4415	25862
4904 环肚	20130809	48.3389	4003
2412 い地筿	20130812	66.1704	4059
4904 环肚	20130812	49.6074	3246
0050 じ芖50	20130812	41.5548	12024
3045 芖	20130812	72.6591	1421
2412 い地筿	20130813	66.1704	5771
3045 芖	20130813	74.0046	2362
0050 じ芖50	20130813	41.9704	7627
4904 环肚	20130813	49.6074	3267
